3,94,1
1,93,1
1,90,1
3,89,1
2,94,1
3,89,1
2,95,1
4,90,1
3,92,1
3,88,1
3,88,1
1,88,1
1,92,1
3,92,1
1,88,1
1,89,1
2,91,1
3,94,1
3,88,1
2,90,1
2,93,1
2,95,1
3,93,1
3,92,1
2,89,1
2,94,1
4,94,1
3,91,1
4,95,1
3,92,1
2,92,1
3,93,1
3,94,1
2,89,1
4,93,1
3,93,1
4,90,1
3,89,1
2,89,1
3,94,1
5,87,2
6,82,2
7,79,2
7,87,2
6,87,2
6,83,2
7,83,2
7,81,2
6,81,2
6,86,2
7,81,2
5,80,2
7,86,2
5,82,2
6,85,2
7,87,2
6,80,2
5,85,2
5,83,2
5,82,2
5,87,2
7,84,2
5,79,2
6,80,2
5,86,2
5,86,2
7,84,2
6,87,2
6,86,2
5,84,2
5,85,2
5,83,2
7,85,2
6,81,2
6,82,2
7,81,2
6,86,2
7,81,2
6,83,2
6,84,2
10,89,2
10,92,2
9,89,2
8,94,2
11,88,2
9,91,2
11,88,2
10,88,2
8,93,2
11,88,2
9,94,2
9,88,2
9,94,2
9,90,2
11,90,2
11,88,2
11,94,2
11,93,2
10,90,2
10,92,2
10,95,2
9,93,2
11,90,2
11,93,2
8,94,2
9,88,2
8,94,2
9,90,2
9,90,2
11,88,2
8,92,2
11,94,2
10,89,2
8,94,2
8,91,2
8,92,2
8,95,2
9,88,2
11,91,2
11,92,2
11,77,3
9,71,3
11,77,3
10,77,3
10,71,3
8,77,3
8,77,3
8,72,3
10,77,3
8,77,3
9,71,3
10,73,3
8,72,3
9,75,3
9,78,3
9,78,3
11,71,3
8,71,3
9,75,3
11,77,3
10,77,3
10,77,3
11,76,3
9,72,3
11,77,3
10,72,3
10,72,3
11,78,3
10,72,3
9,74,3
11,73,3
11,78,3
9,72,3
11,75,3
11,72,3
10,73,3
10,77,3
11,74,3
9,73,3
11,75,3
13,83,3
12,84,3
13,86,3
14,85,3
12,79,3
12,87,3
12,85,3
13,82,3
12,85,3
13,83,3
14,87,3
12,82,3
13,86,3
13,87,3
12,84,3
14,81,3
13,86,3
13,83,3
14,80,3
12,82,3
12,81,3
14,79,3
12,83,3
13,79,3
14,87,3
12,85,3
13,80,3
14,84,3
14,84,3
13,79,3
12,83,3
13,84,3
13,79,3
13,87,3
12,84,3
14,83,3
14,80,3
12,87,3
13,86,3
13,86,3
16,94,3
16,89,3
17,93,3
16,93,3
15,95,3
15,91,3
15,90,3
16,90,3
17,92,3
16,89,3
15,89,3
15,94,3
17,91,3
15,92,3
17,89,3
16,93,3
16,95,3
16,90,3
17,92,3
17,93,3
17,93,3
16,92,3
16,92,3
15,93,3
17,92,3
15,93,3
16,88,3
16,91,3
16,95,3
17,93,3
17,88,3
15,91,3
17,90,3
16,93,3
16,93,3
16,91,3
17,95,3
17,94,3
16,95,3
16,93,3
13,70,4
12,69,4
12,67,4
14,69,4
14,64,4
14,64,4
13,69,4
12,66,4
14,65,4
13,70,4
14,68,4
13,67,4
14,65,4
14,64,4
14,64,4
12,68,4
12,69,4
12,64,4
13,68,4
12,67,4
13,69,4
12,64,4
12,64,4
14,68,4
12,66,4
13,66,4
14,70,4
13,67,4
13,69,4
14,64,4
13,70,4
13,64,4
13,65,4
12,70,4
13,65,4
13,64,4
12,64,4
14,66,4
14,66,4
12,68,4
15,75,4
16,72,4
15,75,4
16,73,4
15,71,4
17,75,4
15,74,4
17,75,4
16,74,4
15,73,4
15,74,4
15,71,4
15,74,4
15,71,4
15,71,4
15,72,4
15,75,4
16,72,4
17,71,4
15,73,4
16,73,4
17,73,4
17,74,4
17,75,4
15,72,4
15,74,4
16,74,4
17,75,4
15,75,4
15,74,4
15,75,4
17,71,4
15,73,4
17,71,4
15,73,4
15,75,4
16,72,4
15,75,4
15,72,4
17,73,4
18,78,4
18,76,4
18,79,4
20,77,4
19,76,4
19,77,4
20,78,4
18,76,4
20,77,4
19,80,4
18,77,4
18,78,4
20,77,4
20,80,4
20,80,4
18,79,4
20,76,4
18,80,4
18,77,4
20,76,4
20,79,4
20,76,4
20,78,4
19,80,4
20,76,4
20,79,4
18,79,4
18,79,4
20,77,4
20,79,4
19,77,4
19,80,4
20,80,4
20,76,4
19,77,4
18,79,4
19,78,4
20,78,4
19,77,4
20,76,4
21,82,4
22,82,4
21,83,4
23,81,4
22,82,4
22,82,4
